datawrapper,Unnamed: 0,Название региона,Номер региона (ОКАТО),Название показателя,Номер показателя (ID),Ед. измерения,Источник,Описание,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Рейтинг 7х7_2015,Рейтинг 7х7_2017,Рейтинг 7х7_2019,Рейтинг 7х7_2021,Рейтинг 7х7_2023,Рейтинг 7х7_2025,Рейтинг 7х7_2015_оценка,Рейтинг 7х7_2017_оценка,Рейтинг 7х7_2019_оценка,Рейтинг 7х7_2021_оценка,Рейтинг 7х7_2023_оценка,Рейтинг 7х7_2025_оценка
Москва,903,Москва,45000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.9530754676192023,,0.960636012301527,,0.7405737377179067,,0.9873026948734708,,0.9425359320042143,,,,0.7389884827286309,0.8174954127111047,0.6662955331605187,0.8511620172163742,0.8179767709192095,0.7056484722609904,Отлично,Отлично,Хорошо,Отлично,Отлично,Отлично
Московская область,904,Московская область,46000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.8316860160278527,,0.8311371394134629,,0.6183120649839103,,0.8042068198295496,,0.7886375507822933,,,,0.5924622874174028,0.6288446647290692,0.5948541985274779,0.6938676268406478,0.6575121512108267,0.6148133225795125,Хорошо,Хорошо,Хорошо,Хорошо,Хорошо,Хорошо
Мурманская область,905,Мурманская область,47000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.6762191855321775,,0.6647131397126982,,0.535315696395419,,0.7487158756528745,,0.7612465440274391,,,,0.40613967676436014,0.46703699965826423,0.46203114967446435,0.5727035028977787,0.4995102186019905,0.5893602270492948,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд,Хорошо
Ненецкий автономный округ,906,Ненецкий автономный округ,11100000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.8731426345067874,,0.8724892335455714,,0.6230816968207353,,0.7963804841212132,,0.7878365191135652,,,,0.6583042464771186,0.6140258470390084,0.5262129557977722,0.6032141596050512,0.5117615607995321,0.16177768322335867,Отлично,Хорошо,Удовлетворительно,Удовлетворительно,Удовлетворительно,Кол
Нижегородская область,907,Нижегородская область,22000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5636560940640103,,0.5703316257752697,,0.43418629558180466,,0.5561128310928711,,0.6730064817090617,,,,0.4166377382819651,0.446341131508099,0.5015647147038386,0.5865219180335288,0.5726574846196869,0.5648657855158143,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Новгородская область,908,Новгородская область,49000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5995320974933118,,0.5614221029948039,,0.36835620449433937,,0.4986227530156888,,0.6248772960565181,,,,0.38572120906104307,0.32907702216949064,0.4604953506817409,0.5385513802184925,0.4624754614387976,0.3488171896063918,Неуд,Кол,Удовлетворительно,Удовлетворительно,Неуд,Неуд
Новосибирская область,909,Новосибирская область,50000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.6356115222446125,,0.6594477655788982,,0.5038799603820663,,0.6664246363562145,,0.7274414686582651,,,,0.4440382829756124,0.45165657768533396,0.5167149929495137,0.5918607862110485,0.5838578067314124,0.5019410585135229,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Омская область,910,Омская область,52000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5448836988457548,,0.5864179479479736,,0.40338936634785105,,0.5258751577112628,,0.6028798022184086,,,,0.39168089425142516,0.4587893477086552,0.43462558232826587,0.5396729058534467,0.5180631227072153,0.5535669312904583,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Оренбургская область,911,Оренбургская область,53000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.45823911782322513,,0.5155759657761321,,0.38764624718510055,,0.5109122961572622,,0.5564041505475872,,,,0.33304526894068953,0.4073188088717053,0.46256986922182247,0.47750731085136056,0.46671661598100755,0.47656076274170306,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Удовлетворительно
Орловская область,912,Орловская область,54000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.345883163132335,,0.3703530947636571,,0.273524445886686,,0.41617535699456365,,0.48498609862637254,,,,0.3536128483225742,0.38497916544436656,0.4894719854538021,0.5267594891943134,0.5573952596408157,0.5433275780864328,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Пензенская область,913,Пензенская область,56000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.44580516806519555,,0.45211294627353893,,0.34184516037366497,,0.4324144163391037,,0.573218645321937,,,,0.4222901880701045,0.4301491171144634,0.5374295981995086,0.5580311111017505,0.5757485680606349,0.684124049018964,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Пермский край,914,Пермский край,57000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5886578819387953,,0.6043437385431618,,0.43780727505736305,,0.5848032989941174,,0.67157057488874,,,,0.3669768562235563,0.4719940725099083,0.4579219707899921,0.5339600722728063,0.5075318383940549,0.4059365263781289,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Приморский край,915,Приморский край,5000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5241416024517425,,0.5680162028995666,,0.44895995054315707,,0.6491720516004822,,0.6838009084043082,,,,0.3778516021625924,0.43274177655734786,0.4762096082351175,0.5909259330811494,0.516915209941941,0.43213556102327216,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Псковская область,916,Псковская область,58000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.2043795584046466,,0.21320178105158893,,0.22114420158044656,,0.3854193131242124,,0.4104398281084105,,,,0.3055077214013064,0.40025503530824574,0.461498393118956,0.5490574885493852,0.49752196603412663,0.5499234386540415,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Хорошо
Республика Адыгея,917,Республика Адыгея,79000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.33350201088378406,,0.3304845753806117,,0.2692820887656773,,0.370983890521037,,0.48872200908461594,,,,0.3899220483240935,0.49725941845104954,0.5001864221541994,0.556487319113808,0.5325763999159311,0.48758290425232353,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Республика Алтай,918,Республика Алтай,84000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.05573363223654959,,0.10815082537101695,,0.28547797887418347,,0.27674458127535895,,0.396774870426554,,,,0.3021871635538344,0.377217729543319,0.45974604512664274,0.4882093875362521,0.44550940446386444,0.06828005409011134,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Кол
Республика Башкортостан,919,Республика Башкортостан,80000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5582495861569254,,0.5719939597362245,,0.4449125312154798,,0.5669942801975556,,0.6292244729535417,,,,0.3937215294178438,0.448083888528326,0.48448025455109545,0.5184630648685435,0.4964740892822892,0.4578821587085165,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Республика Бурятия,920,Республика Бурятия,81000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.6131939922416728,,0.6285158275494687,,0.4443919904117448,,0.5740553374933615,,0.5977002116849857,,,,0.3289806005207909,0.38853626198622454,0.4144337260628952,0.48891357405928854,0.4034229206833977,0.24143413400104186,Неуд,Неуд,Неуд,Неуд,Кол,Неуд
Республика Дагестан,921,Республика Дагестан,82000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.087096966746536,,0.12996159817293373,,0.08733670886579636,,0.21321498822775786,,0.17557183206673244,,,,0.39562693462043547,0.47645444032066536,0.5483466681282114,0.6292538749260728,0.5961260417181892,0.687982539758186,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо,Удовлетворительно,Хорошо
Республика Ингушетия,922,Республика Ингушетия,26000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.38629951481141445,,0.2981195675380256,,0.18878105467322137,,0.16622882242375814,,0.004648990943073361,,,,0.5750182867256506,0.5540471466805782,0.6377267638387171,0.5977389753088582,0.6194643145284878,0.8491009240881472,Хорошо,Удовлетворительно,Хорошо,Удовлетворительно,Хорошо,Отлично
Республика Калмыкия,923,Республика Калмыкия,85000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.0,,0.18881218328721006,,0.0939618305915727,,0.12192301055778587,,0.25881307700608014,,,,0.33067110788478477,0.4527383035984317,0.5433406213925029,0.5171050433979282,0.5430280067160224,0.5150208082391537,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Республика Карелия,924,Республика Карелия,86000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.445862013838098,,0.48622571204230836,,0.40554367298273564,,0.5491859916456951,,0.5565582107068279,,,,0.3201508360883281,0.3663047168781615,0.4627370021504136,0.4811963589084842,0.4185531863263305,0.30098612284986753,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Неуд
Республика Коми,925,Республика Коми,87000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.6912322959996058,,0.6629423727815376,,0.5134666796018896,,0.6372377043456575,,0.663805757115363,,,,0.3688422226844881,0.37730485960948995,0.4304201174965885,0.5107117743513967,0.48343022351814724,0.47126966259906294,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Республика Крым,926,Республика Крым,35000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5786854544061,,0.45385067790039635,,0.3350438023336637,,0.4065771011492002,,0.38649194965701994,,,,0.47091163259660435,0.4237257117057172,0.5437316038677825,0.6204205204688497,0.5548105597943633,0.641118902872202,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Республика Марий Эл,927,Республика Марий Эл,88000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5859977385529197,,0.4098387469322953,,0.2671402461677579,,0.3920606846504122,,0.6288077382282796,,,,0.4310378165328259,0.37405813912093633,0.4859023488978951,0.5529658920570644,0.5437458991028044,0.49849589871298217,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Республика Мордовия,928,Республика Мордовия,89000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.34390229023087715,,0.45931897284822565,,0.2913056079955585,,0.43965331522806894,,0.48951171861539733,,,,0.38758222147857885,0.49672372791937336,0.4854770599141841,0.5644972696239124,0.5445479152224467,0.7340919094005386,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Отлично
Республика Саха (Якутия),929,Республика Саха (Якутия),98000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.838731853149349,,0.807672075483886,,0.6213699273281557,,0.7923249208494593,,0.7810562164169682,,,,0.5464444924513948,0.4574398729236022,0.5238876077868524,0.5956541508955122,0.5716458829164601,0.5003187914522524,Хорошо,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Республика Северная Осетия — Алания,930,Республика Северная Осетия — Алания,90000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.16703496475959656,,0.16725616167635404,,0.15554771166870818,,0.18825927351991778,,0.2541432005984241,,,,0.41678415097122756,0.41252188410791263,0.5200519807636754,0.5791675992191008,0.560505287777679,0.6269376156662708,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Республика Татарстан,931,Республика Татарстан,92000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.6240880710035945,,0.6657169120013009,,0.49751974089191686,,0.642119871148436,,0.7450758239985888,,,,0.443712283061946,0.5023008547005597,0.5223514745231732,0.5625559874808096,0.5226743098926163,0.33622300291845914,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд
Республика Тыва,932,Республика Тыва,93000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.551356095324611,,0.6156658413618885,,0.4260786638060152,,0.6422207151613115,,0.5676753236194019,,,,0.1529809435212276,0.21538114966425845,0.14299841565847704,0.2782674755985957,0.300853020493051,0.15000000000000002,Кол,Кол,Кол,Кол,Кол,Кол
Республика Хакасия,933,Республика Хакасия,95000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.5799041100530294,,0.5861335202092501,,0.4002474850671647,,0.5074103518383262,,0.5682675074416249,,,,0.3026528249434334,0.3985824641643451,0.416552637289097,0.4553795330957599,0.4463402827609695,0.33436370715449504,Неуд,Неуд,Неуд,Неуд,Неуд,Неуд
Ростовская область,934,Ростовская область,60000000,Доля расходов на питание,95913,%,"Источник данных о зарплате женщин — Росстат, о стоимости продуктовой корзины — ЕМИСС, Росстат.","Расчет «Горизонтальной России». Средняя  начисленная зарплата мужчин и женщин по группам занятийи субъектам Российской Федерации за октябрь отчетного года.Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников.
Стоимость продуктовой корзины. Источник - Росстат: Стоимость фиксированного набора потребительских товаров и услуг.",,0.34724165486021175,,0.45016727628289055,,0.3386337967623648,,0.42698261494829437,,0.5243016316178064,,,,0.3627005827798668,0.42918018377279543,0.4948975544116474,0.5411376184808567,0.5468050369412415,0.47782969392895897,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
